id,species,taxonId,ensembl,entrez,name,fullname,synonym,signature,chromStart,chromEnd,chromStrand,chromName,band,goTerms,function,goFunctions,goLocalizations,cerebralLocalization,nrIntxsValidated,nrIntxsPredicted,transcripts,humanOrthologs,mouseOrthologs,bovineOrthologs,lastModified
75814,Homo sapiens,9606,ENSG00000185513,26013,L3MBTL1,l(3)mbt-like 1 (Drosophila) ,dJ138B7.3|H-L(3)MBT|L3MBTL|ZC2HC3,L3MBTL1|IDBG-75814|ENSG00000185513|26013,43507680,43550950,1,20,q13.12,"GO:0000785|chromatin|cellular_component#GO:0000793|condensed chromosome|cellular_component#GO:0003682|chromatin binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0007088|regulation of mitosis|biological_process#GO:0008270|zinc ion binding|molecular_function#GO:0016568|chromatin modification|biological_process#GO:0030097|hemopoiesis|biological_process#GO:0031491|nucleosome binding|molecular_function#GO:0031493|nucleosomal histone binding|molecular_function#GO:0032093|SAM domain binding|molecular_function#GO:0035064|methylated histone binding|molecular_function#GO:0042393|histone binding|molecular_function#GO:0042802|identical protein binding|molecular_function#GO:0045652|regulation of megakaryocyte differentiation|biological_process#GO:0045892|negative regulation of transcription, DNA-templated|biological_process#GO:0051726|regulation of cell cycle|biological_process", identical protein binding,GO:0003682: chromatin binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0005515: protein binding#GO:0008270: zinc ion binding#GO:0031491: nucleosome binding#GO:0031493: nucleosomal histone binding#GO:0032093: SAM domain binding#GO:0035064: methylated histone binding#GO:0042393: histone binding#GO:0042802: identical protein binding,"GO:0003682: chromatin binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0005515: protein binding,GO:0008270: zinc ion binding,GO:0031491: nucleosome binding,GO:0031493: nucleosomal histone binding,GO:0032093: SAM domain binding,GO:0035064: methylated histone binding,GO:0042393: histone binding,GO:0042802: identical protein binding",Nucleus,37,2,75818|75820|375533|375570|375571|375575|375616|375620,,L3mbtl1|IDBG-211789|ENSMUSG00000035576|241764,,2017/2/20
75847,Homo sapiens,9606,ENSG00000096717,23411,SIRT1,sirtuin 1 ,SIR2L1,SIRT1|IDBG-75847|ENSG00000096717|23411,67884669,67918390,1,10,q21.3,"GO:0000012|single strand break repair|biological_process#GO:0000122|negative regulation of transcription from RNA polymerase II promoter|biological_process#GO:0000183|chromatin silencing at rDNA|biological_process#GO:0000720|pyrimidine dimer repair by nucleotide-excision repair|biological_process#GO:0000731|DNA synthesis involved in DNA repair|biological_process#GO:0000790|nuclear chromatin|cellular_component#GO:0001525|angiogenesis|biological_process#GO:0001542|ovulation from ovarian follicle|biological_process#GO:0001678|cellular glucose homeostasis|biological_process#GO:0001934|positive regulation of protein phosphorylation|biological_process#GO:0002039|p53 binding|molecular_function#GO:0002821|positive regulation of adaptive immune response|biological_process#GO:0003714|transcription corepressor activity|molecular_function#GO:0004407|histone deacetylase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005635|nuclear envelope|cellular_component#GO:0005637|nuclear inner membrane|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005677|chromatin silencing complex|cellular_component#GO:0005719|nuclear euchromatin|cellular_component#GO:0005720|nuclear heterochromatin|cellular_component#GO:0005730|nucleolus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0006260|DNA replication|biological_process#GO:0006281|DNA repair|biological_process#GO:0006325|chromatin organization|biological_process#GO:0006342|chromatin silencing|biological_process#GO:0006343|establishment of chromatin silencing|biological_process#GO:0006344|maintenance of chromatin silencing|biological_process#GO:0006346|methylation-dependent chromatin silencing|biological_process#GO:0006351|transcription, DNA-templated|biological_process#GO:0006364|rRNA processing|biological_process#GO:0006476|protein deacetylation|biological_process#GO:0006642|triglyceride mobilization|biological_process#GO:0006974|cellular response to DNA damage stimulus|biological_process#GO:0006979|response to oxidative stress|biological_process#GO:0007283|spermatogenesis|biological_process#GO:0007346|regulation of mitotic cell cycle|biological_process#GO:0007517|muscle organ development|biological_process#GO:0007569|cell aging|biological_process#GO:0008022|protein C-terminus binding|molecular_function#GO:0008134|transcription factor binding|molecular_function#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0009267|cellular response to starvation|biological_process#GO:0010875|positive regulation of cholesterol efflux|biological_process#GO:0010906|regulation of glucose metabolic process|biological_process#GO:0016032|viral process|biological_process#GO:0016239|positive regulation of macroautophagy|biological_process#GO:0016567|protein ubiquitination|biological_process#GO:0016575|histone deacetylation|biological_process#GO:0016605|PML body|cellular_component#GO:0017136|NAD-dependent histone deacetylase activity|molecular_function#GO:0018394|peptidyl-lysine acetylation|biological_process#GO:0019213|deacetylase activity|molecular_function#GO:0019899|enzyme binding|molecular_function#GO:0030308|negative regulation of cell growth|biological_process#GO:0030512|negative regulation of transforming growth factor beta receptor signaling pathway|biological_process#GO:0031393|negative regulation of prostaglandin biosynthetic process|biological_process#GO:0031648|protein destabilization|biological_process#GO:0031667|response to nutrient levels|biological_process#GO:0031937|positive regulation of chromatin silencing|biological_process#GO:0032007|negative regulation of TOR signaling|biological_process#GO:0032071|regulation of endodeoxyribonuclease activity|biological_process#GO:0032088|negative regulation of NF-kappaB transcription factor activity|biological_process#GO:0032868|response to insulin|biological_process#GO:0033158|regulation of protein import into nucleus, translocation|biological_process#GO:0033553|rDNA heterochromatin|cellular_component#GO:0033558|protein deacetylase activity|molecular_function#GO:0034391|regulation of smooth muscle cell apoptotic process|biological_process#GO:0034979|NAD-dependent protein deacetylase activity|molecular_function#GO:0034983|peptidyl-lysine deacetylation|biological_process#GO:0035098|ESC/E(Z) complex|cellular_component#GO:0035356|cellular triglyceride homeostasis|biological_process#GO:0035358|regulation of peroxisome proliferator activated receptor signaling pathway|biological_process#GO:0042127|regulation of cell proliferation|biological_process#GO:0042326|negative regulation of phosphorylation|biological_process#GO:0042393|histone binding|molecular_function#GO:0042542|response to hydrogen peroxide|biological_process#GO:0042632|cholesterol homeostasis|biological_process#GO:0042771|intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0043065|positive regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043124|negative regulation of I-kappaB kinase/NF-kappaB signaling|biological_process#GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic process|biological_process#GO:0043280|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|biological_process#GO:0043398|HLH domain binding|molecular_function#GO:0043425|bHLH transcription factor binding|molecular_function#GO:0043433|negative regulation of sequence-specific DNA binding transcription factor activity|biological_process#GO:0043518|negative regulation of DNA damage response, signal transduction by p53 class mediator|biological_process#GO:0045087|innate immune response|biological_process#GO:0045348|positive regulation of MHC class II biosynthetic process|biological_process#GO:0045599|negative regulation of fat cell differentiation|biological_process#GO:0045739|positive regulation of DNA repair|biological_process#GO:0045892|negative regulation of transcription, DNA-templated|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0046628|positive regulation of insulin receptor signaling pathway|biological_process#GO:0046872|metal ion binding|molecular_function#GO:0046969|NAD-dependent histone deacetylase activity (H3-K9 specific)|molecular_function#GO:0050872|white fat cell differentiation|biological_process#GO:0051019|mitogen-activated protein kinase binding|molecular_function#GO:0051097|negative regulation of helicase activity|biological_process#GO:0051574|positive regulation of histone H3-K9 methylation|biological_process#GO:0051898|negative regulation of protein kinase B signaling|biological_process#GO:0055089|fatty acid homeostasis|biological_process#GO:0060766|negative regulation of androgen receptor signaling pathway|biological_process#GO:0070301|cellular response to hydrogen peroxide|biological_process#GO:0070403|NAD+ binding|molecular_function#GO:0070857|regulation of bile acid biosynthetic process|biological_process#GO:0070932|histone H3 deacetylation|biological_process#GO:0071356|cellular response to tumor necrosis factor|biological_process#GO:0071456|cellular response to hypoxia|biological_process#GO:0071479|cellular response to ionizing radiation|biological_process#GO:1901215|negative regulation of neuron death|biological_process#GO:1902166|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|biological_process#GO:1902176|negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|biological_process#GO:1990254|keratin filament binding|molecular_function#GO:2000111|positive regulation of macrophage apoptotic process|biological_process#GO:2000480|negative regulation of cAMP-dependent protein kinase activity|biological_process#GO:2000481|positive regulation of cAMP-dependent protein kinase activity|biological_process#GO:2000655|negative regulation of cellular response to testosterone stimulus|biological_process#GO:2000757|negative regulation of peptidyl-lysine acetylation|biological_process#GO:2000773|negative regulation of cellular senescence|biological_process#GO:2000774|positive regulation of cellular senescence|biological_process", keratin filament binding,GO:0002039: p53 binding#GO:0003714: transcription corepressor activity#GO:0004407: histone deacetylase activity#GO:0005515: protein binding#GO:0008022: protein C-terminus binding#GO:0008134: transcription factor binding#GO:0017136: NAD-dependent histone deacetylase activity#GO:0019213: deacetylase activity#GO:0019899: enzyme binding#GO:0033558: protein deacetylase activity#GO:0034979: NAD-dependent protein deacetylase activity#GO:0042393: histone binding#GO:0042802: identical protein binding#GO:0043398: HLH domain binding#GO:0043425: bHLH transcription factor binding#GO:0046872: metal ion binding#GO:0046969: NAD-dependent histone deacetylase activity (H3-K9 specific)#GO:0051019: mitogen-activated protein kinase binding#GO:0070403: NAD+ binding#GO:1990254: keratin filament binding,"GO:0002039: p53 binding,GO:0003714: transcription corepressor activity,GO:0004407: histone deacetylase activity,GO:0005515: protein binding,GO:0008022: protein C-terminus binding,GO:0008134: transcription factor binding,GO:0017136: NAD-dependent histone deacetylase activity,GO:0019213: deacetylase activity,GO:0019899: enzyme binding,GO:0033558: protein deacetylase activity,GO:0034979: NAD-dependent protein deacetylase activity,GO:0042393: histone binding,GO:0042802: identical protein binding,GO:0043398: HLH domain binding,GO:0043425: bHLH transcription factor binding,GO:0046872: metal ion binding,GO:0046969: NAD-dependent histone deacetylase activity (H3-K9 specific),GO:0051019: mitogen-activated protein kinase binding,GO:0070403: NAD+ binding,GO:1990254: keratin filament binding",Nucleus,383,47,75849|292931|292930|377635,,Sirt1|IDBG-159441|ENSMUSG00000020063|93759,SIRT1|IDBG-629119|ENSBTAG00000014023|613629,2017/2/20
75863,Homo sapiens,9606,ENSG00000116044,4780,NFE2L2,nuclear factor (erythroid-derived 2)-like 2 ,NRF2,NFE2L2|IDBG-75863|ENSG00000116044|4780,177227595,177392697,-1,2,q31.2,"GO:0000785|chromatin|cellular_component#GO:0000976|transcription regulatory region sequence-specific DNA binding|molecular_function#GO:0000980|RNA polymerase II distal enhancer sequence-specific DNA binding|molecular_function#GO:0001102|RNA polymerase II activating transcription factor binding|molecular_function#GO:0001205|RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|molecular_function#GO:0001221|transcription cofactor binding|molecular_function#GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005813|centrosome|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0010499|proteasomal ubiquitin-independent protein catabolic process|biological_process#GO:0016567|protein ubiquitination|biological_process#GO:0019904|protein domain specific binding|molecular_function#GO:0030194|positive regulation of blood coagulation|biological_process#GO:0030968|endoplasmic reticulum unfolded protein response|biological_process#GO:0034599|cellular response to oxidative stress|biological_process#GO:0036003|positive regulation of transcription from RNA polymerase II promoter in response to stress|biological_process#GO:0036091|positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress|biological_process#GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic process|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045893|positive regulation of transcription, DNA-templated|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0045995|regulation of embryonic development|biological_process#GO:0060548|negative regulation of cell death|biological_process#GO:0070301|cellular response to hydrogen peroxide|biological_process#GO:0071356|cellular response to tumor necrosis factor|biological_process#GO:0071499|cellular response to laminar fluid shear stress|biological_process#GO:1902176|negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|biological_process#GO:2000121|regulation of removal of superoxide radicals|biological_process#GO:2000352|negative regulation of endothelial cell apoptotic process|biological_process#GO:2000379|positive regulation of reactive oxygen species metabolic process|biological_process", sequence-specific DNA binding,GO:0000976: transcription regulatory region sequence-specific DNA binding#GO:0000980: RNA polymerase II distal enhancer sequence-specific DNA binding#GO:0001102: RNA polymerase II activating transcription factor binding#GO:0001205: RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription#GO:0001221: transcription cofactor binding#GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0005515: protein binding#GO:0019904: protein domain specific binding#GO:0043565: sequence-specific DNA binding,"GO:0000976: transcription regulatory region sequence-specific DNA binding,GO:0000980: RNA polymerase II distal enhancer sequence-specific DNA binding,GO:0001102: RNA polymerase II activating transcription factor binding,GO:0001205: RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription,GO:0001221: transcription cofactor binding,GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0005515: protein binding,GO:0019904: protein domain specific binding,GO:0043565: sequence-specific DNA binding",Nucleus,89,17,236189|236191|387755|387756|387757|387759|387760|387761|387763|755533|755648|755440,,Nfe2l2|IDBG-181483|ENSMUSG00000015839|18024,BT.17324|IDBG-640320|ENSBTAG00000019255|497024,2017/2/20
75897,Homo sapiens,9606,ENSG00000134954,2113,ETS1,v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) ,ETS-1|EWSR2|p54,ETS1|IDBG-75897|ENSG00000134954|2113,128458761,128587558,-1,11,q24.3,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity|molecular_function#GO:0001666|response to hypoxia|biological_process#GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005667|transcription factor complex|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006357|regulation of transcription from RNA polymerase II promoter|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0006955|immune response|biological_process#GO:0007565|female pregnancy|biological_process#GO:0008134|transcription factor binding|molecular_function#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0008285|negative regulation of cell proliferation|biological_process#GO:0009611|response to wounding|biological_process#GO:0009612|response to mechanical stimulus|biological_process#GO:0010595|positive regulation of endothelial cell migration|biological_process#GO:0010715|regulation of extracellular matrix disassembly|biological_process#GO:0021854|hypothalamus development|biological_process#GO:0021983|pituitary gland development|biological_process#GO:0030335|positive regulation of cell migration|biological_process#GO:0030578|PML body organization|biological_process#GO:0032355|response to estradiol|biological_process#GO:0034616|response to laminar fluid shear stress|biological_process#GO:0035035|histone acetyltransferase binding|molecular_function#GO:0042981|regulation of apoptotic process|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045171|intercellular bridge|cellular_component#GO:0045648|positive regulation of erythrocyte differentiation|biological_process#GO:0045765|regulation of angiogenesis|biological_process#GO:0045766|positive regulation of angiogenesis|biological_process#GO:0045786|negative regulation of cell cycle|biological_process#GO:0045893|positive regulation of transcription, DNA-templated|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0046677|response to antibiotic|biological_process#GO:0048870|cell motility|biological_process#GO:0051272|positive regulation of cellular component movement|biological_process#GO:0060055|angiogenesis involved in wound healing|biological_process#GO:0060206|estrous cycle phase|biological_process#GO:0070301|cellular response to hydrogen peroxide|biological_process#GO:0070555|response to interleukin-1|biological_process", sequence-specific DNA binding,GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity#GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0005515: protein binding#GO:0008134: transcription factor binding#GO:0035035: histone acetyltransferase binding#GO:0043565: sequence-specific DNA binding,"GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity,GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0005515: protein binding,GO:0008134: transcription factor binding,GO:0035035: histone acetyltransferase binding,GO:0043565: sequence-specific DNA binding",Nucleus,77,4,75899|245191|602465|584263|592666|806613,,Ets1|IDBG-147548|ENSMUSG00000032035|23871,ETS1|IDBG-642787|ENSBTAG00000002341|540313,2017/2/20
75923,Homo sapiens,9606,ENSG00000204599,"20,265,856,658",TRIM39,tripartite motif containing 39 ,,"TRIM39|IDBG-75923|ENSG00000204599|202658,56658",30326479,30343729,1,6,p22.1,GO:0005515|protein binding|molecular_function#GO:0005622|intracellular|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0008270|zinc ion binding|molecular_function#GO:0016567|protein ubiquitination|biological_process#GO:0016874|ligase activity|molecular_function#GO:0042802|identical protein binding|molecular_function#GO:0046872|metal ion binding|molecular_function#GO:2000059|negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|biological_process#GO:2001235|positive regulation of apoptotic signaling pathway|biological_process, metal ion binding,GO:0005515: protein binding#GO:0008270: zinc ion binding#GO:0016874: ligase activity#GO:0042802: identical protein binding#GO:0046872: metal ion binding,"GO:0005515: protein binding,GO:0008270: zinc ion binding,GO:0016874: ligase activity,GO:0042802: identical protein binding,GO:0046872: metal ion binding",Cytoplasm,54,0,75927|75929|237260|237262|237264|368528|368532|368538|368565|368568|368573,,Trim39|IDBG-181102|ENSMUSG00000045409|79263,TRIM39-RPP21|IDBG-634915|ENSBTAG00000007643|,2017/2/20
75934,Homo sapiens,9606,ENSG00000101049,10110,SGK2,serum/glucocorticoid regulated kinase 2 ,dJ138B7.2|H-SGK2,SGK2|IDBG-75934|ENSG00000101049|10110,43558968,43588237,1,20,q13.12,"GO:0001558|regulation of cell growth|biological_process#GO:0004672|protein kinase activity|molecular_function#GO:0004674|protein serine/threonine kinase activity|molecular_function#GO:0004713|protein tyrosine kinase activity|molecular_function#GO:0005524|ATP binding|molecular_function#GO:0005575|cellular_component|cellular_component#GO:0005634|nucleus|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006468|protein phosphorylation|biological_process#GO:0006979|response to oxidative stress|biological_process#GO:0015459|potassium channel regulator activity|molecular_function#GO:0016772|transferase activity, transferring phosphorus-containing groups|molecular_function#GO:0017080|sodium channel regulator activity|molecular_function#GO:0032411|positive regulation of transporter activity|biological_process#GO:0034220|ion transmembrane transport|biological_process#GO:0035556|intracellular signal transduction|biological_process#GO:0042127|regulation of cell proliferation|biological_process#GO:0055085|transmembrane transport|biological_process", transferase activity,"GO:0004672: protein kinase activity#GO:0004674: protein serine/threonine kinase activity#GO:0004713: protein tyrosine kinase activity#GO:0005524: ATP binding#GO:0015459: potassium channel regulator activity#GO:0016772: transferase activity, transferring phosphorus-containing groups#GO:0017080: sodium channel regulator activity","GO:0004672: protein kinase activity,GO:0004674: protein serine/threonine kinase activity,GO:0004713: protein tyrosine kinase activity,GO:0005524: ATP binding,GO:0015459: potassium channel regulator activity,GO:0016772: transferase activity, transferring phosphorus-containing groups,GO:0017080: sodium channel regulator activity",Nucleus,10,0,75936|75940|75942|75946|375702|375707|375712|601434|809690,,Sgk2|IDBG-211810|ENSMUSG00000017868|27219,BT.32803|IDBG-642748|ENSBTAG00000021033|517909,2017/2/20
75950,Homo sapiens,9606,ENSG00000151702,2313,FLI1,Friend leukemia virus integration 1 ,EWSR2|SIC-1,FLI1|IDBG-75950|ENSG00000151702|2313,128686535,128813267,1,11,q24.3,"GO:0000978|RNA polymerase II core promoter proximal region sequence-specific DNA binding|molecular_function#GO:0000980|RNA polymerase II distal enhancer sequence-specific DNA binding|molecular_function#GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity|molecular_function#GO:0001077|RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|molecular_function#GO:0003677|DNA binding|molecular_function#GO:0003682|chromatin binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005634|nucleus|cellular_component#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006357|regulation of transcription from RNA polymerase II promoter|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0007599|hemostasis|biological_process#GO:0008015|blood circulation|biological_process#GO:0009887|organ morphogenesis|biological_process#GO:0030154|cell differentiation|biological_process#GO:0035855|megakaryocyte development|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process", sequence-specific DNA binding,GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding#GO:0000980: RNA polymerase II distal enhancer sequence-specific DNA binding#GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity#GO:0001077: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription#GO:0003677: DNA binding#GO:0003682: chromatin binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0043565: sequence-specific DNA binding,"GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000980: RNA polymerase II distal enhancer sequence-specific DNA binding,GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity,GO:0001077: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription,GO:0003677: DNA binding,GO:0003682: chromatin binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0043565: sequence-specific DNA binding",Nucleus,29,2,75952|75954|384595|810329|597423|591868|810327,,Fli1|IDBG-147469|ENSMUSG00000016087|14247,BT.67771|IDBG-642793|ENSBTAG00000008283|529124,2017/2/20
76005,Homo sapiens,9606,ENSG00000120471,63970,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1 ,,TP53AIP1|IDBG-76005|ENSG00000120471|63970,128934731,128943399,-1,11,q24.3,GO:0003674|molecular_function|molecular_function#GO:0005739|mitochondrion|cellular_component#GO:0006915|apoptotic process|biological_process, molecular_function,GO:0003674: molecular_function,GO:0003674: molecular_function,Unknown,7,0,384608|593021|591057|592790|807324|807325,,,,2017/2/20
76020,Homo sapiens,9606,ENSG00000147166,26548,ITGB1BP2,integrin beta 1 binding protein (melusin) 2 ,,ITGB1BP2|IDBG-76020|ENSG00000147166|26548,71301734,71305371,1,X,q13.1,GO:0005178|integrin binding|molecular_function#GO:0005509|calcium ion binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0007165|signal transduction|biological_process#GO:0007517|muscle organ development|biological_process#GO:0008270|zinc ion binding|molecular_function#GO:0017124|SH3 domain binding|molecular_function#GO:0030018|Z disc|cellular_component, SH3 domain binding,GO:0005178: integrin binding#GO:0005509: calcium ion binding#GO:0005515: protein binding#GO:0008270: zinc ion binding#GO:0017124: SH3 domain binding,"GO:0005178: integrin binding,GO:0005509: calcium ion binding,GO:0005515: protein binding,GO:0008270: zinc ion binding,GO:0017124: SH3 domain binding",Unknown,15,3,76022|600849,,Itgb1bp2|IDBG-164253|ENSMUSG00000031312|26549,ITGB1BP2|IDBG-635885|ENSBTAG00000012163|539945,2017/2/20
76030,Homo sapiens,9606,ENSG00000180228,8575,PRKRA,"protein kinase, interferon-inducible double stranded RNA dependent activator ",DYT16|PACT|RAX,PRKRA|IDBG-76030|ENSG00000180228|8575,178431414,178451512,-1,2,q31.2,GO:0005515|protein binding|molecular_function#GO:0005622|intracellular|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006468|protein phosphorylation|biological_process#GO:0006955|immune response|biological_process#GO:0008047|enzyme activator activity|molecular_function#GO:0008285|negative regulation of cell proliferation|biological_process#GO:0009615|response to virus|biological_process#GO:0010467|gene expression|biological_process#GO:0016020|membrane|cellular_component#GO:0016301|kinase activity|molecular_function#GO:0030422|production of siRNA involved in RNA interference|biological_process#GO:0034599|cellular response to oxidative stress|biological_process#GO:0042473|outer ear morphogenesis|biological_process#GO:0042474|middle ear morphogenesis|biological_process#GO:0042803|protein homodimerization activity|molecular_function#GO:0043085|positive regulation of catalytic activity|biological_process#GO:0044822|poly(A) RNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0048471|perinuclear region of cytoplasm|cellular_component#GO:0048705|skeletal system morphogenesis|biological_process#GO:2001244|positive regulation of intrinsic apoptotic signaling pathway|biological_process, poly(A) RNA binding,GO:0005515: protein binding#GO:0008047: enzyme activator activity#GO:0016301: kinase activity#GO:0042803: protein homodimerization activity#GO:0044822: poly(A) RNA binding,"GO:0005515: protein binding,GO:0008047: enzyme activator activity,GO:0016301: kinase activity,GO:0042803: protein homodimerization activity,GO:0044822: poly(A) RNA binding",Plasma membrane,73,0,76032|387793|387795|387797|387798|483631,,Prkra|IDBG-182095|ENSMUSG00000002731|23992,PRKRA|IDBG-640208|ENSBTAG00000001096|282875,2017/2/20
76052,Homo sapiens,9606,ENSG00000079150,51661,FKBP7,FK506 binding protein 7 ,,FKBP7|IDBG-76052|ENSG00000079150|51661,178463664,178478600,-1,2,q31.2,GO:0000413|protein peptidyl-prolyl isomerization|biological_process#GO:0003755|peptidyl-prolyl cis-trans isomerase activity|molecular_function#GO:0005509|calcium ion binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005528|FK506 binding|molecular_function#GO:0005783|endoplasmic reticulum|cellular_component#GO:0005788|endoplasmic reticulum lumen|cellular_component#GO:0005789|endoplasmic reticulum membrane|cellular_component#GO:0006457|protein folding|biological_process#GO:0061077|chaperone-mediated protein folding|biological_process, FK506 binding,GO:0003755: peptidyl-prolyl cis-trans isomerase activity#GO:0005509: calcium ion binding#GO:0005515: protein binding#GO:0005528: FK506 binding,"GO:0003755: peptidyl-prolyl cis-trans isomerase activity,GO:0005509: calcium ion binding,GO:0005515: protein binding,GO:0005528: FK506 binding",Cytoplasm,6,1,76054|387802|387803|387805|387806|387807,,Fkbp7|IDBG-182182|ENSMUSG00000002732|14231,FKBP7|IDBG-640202|ENSBTAG00000001097|509422,2017/2/20
76084,Homo sapiens,9606,ENSG00000204590,2794,GNL1,guanine nucleotide binding protein-like 1 ,HSR1,GNL1|IDBG-76084|ENSG00000204590|2794,30541377,30557174,-1,6,p21.33,GO:0002456|T cell mediated immunity|biological_process#GO:0003924|GTPase activity|molecular_function#GO:0005198|structural molecule activity|molecular_function#GO:0005525|GTP binding|molecular_function#GO:0005615|extracellular space|cellular_component#GO:0005634|nucleus|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006184|GTP catabolic process|biological_process#GO:0006974|cellular response to DNA damage stimulus|biological_process#GO:0007165|signal transduction|biological_process#GO:0042254|ribosome biogenesis|biological_process, GTP binding,GO:0003924: GTPase activity#GO:0005198: structural molecule activity#GO:0005525: GTP binding,"GO:0003924: GTPase activity,GO:0005198: structural molecule activity,GO:0005525: GTP binding",Nucleus,12,0,76086|368712,,Gnl1|IDBG-180114|ENSMUSG00000024429|14670,GNL1|IDBG-634900|ENSBTAG00000025516|532528,2017/2/20
